fish_id,sex,Station,basin,Site,length,length_z,gut_length,gut_length_z,Gap,Gap_z,raker_length,raker_length_z,Comp1_z,Comp2_z,Comp3_z,taxon,count_in_stomach
RG210001,F,Shore,North,Shore/North,69,1.6302831617761162,34,-0.641358272953218,0.187,-1.343998551430866,1.352,-1.2647959394463015,-0.6843615249698443,-0.8536370472967529,-0.7142412522376036,tanypodinae,0
RG210001,F,Shore,North,Shore/North,69,1.6302831617761162,34,-0.641358272953218,0.187,-1.343998551430866,1.352,-1.2647959394463015,-0.6843615249698443,-0.8536370472967529,-0.7142412522376036,orthocladinae,0
RG210001,F,Shore,North,Shore/North,69,1.6302831617761162,34,-0.641358272953218,0.187,-1.343998551430866,1.352,-1.2647959394463015,-0.6843615249698443,-0.8536370472967529,-0.7142412522376036,chrinominae,0
RG210001,F,Shore,North,Shore/North,69,1.6302831617761162,34,-0.641358272953218,0.187,-1.343998551430866,1.352,-1.2647959394463015,-0.6843615249698443,-0.8536370472967529,-0.7142412522376036,adult_fly,5
RG210001,F,Shore,North,Shore/North,69,1.6302831617761162,34,-0.641358272953218,0.187,-1.343998551430866,1.352,-1.2647959394463015,-0.6843615249698443,-0.8536370472967529,-0.7142412522376036,alona,1
RG210001,F,Shore,North,Shore/North,69,1.6302831617761162,34,-0.641358272953218,0.187,-1.343998551430866,1.352,-1.2647959394463015,-0.6843615249698443,-0.8536370472967529,-0.7142412522376036,other_cladocerans,0
RG210001,F,Shore,North,Shore/North,69,1.6302831617761162,34,-0.641358272953218,0.187,-1.343998551430866,1.352,-1.2647959394463015,-0.6843615249698443,-0.8536370472967529,-0.7142412522376036,stickleback_eggs,2
RG210001,F,Shore,North,Shore/North,69,1.6302831617761162,34,-0.641358272953218,0.187,-1.343998551430866,1.352,-1.2647959394463015,-0.6843615249698443,-0.8536370472967529,-0.7142412522376036,copepods,0
RG210001,F,Shore,North,Shore/North,69,1.6302831617761162,34,-0.641358272953218,0.187,-1.343998551430866,1.352,-1.2647959394463015,-0.6843615249698443,-0.8536370472967529,-0.7142412522376036,mollusks,0
RG210001,F,Shore,North,Shore/North,69,1.6302831617761162,34,-0.641358272953218,0.187,-1.343998551430866,1.352,-1.2647959394463015,-0.6843615249698443,-0.8536370472967529,-0.7142412522376036,ostracod,0
