fish_id,sex,Station,basin,Site,length,length_z,gut_length,gut_length_z,Gap,Gap_z,raker_length,raker_length_z,Comp1_z,Comp2_z,Comp3_z,taxon,count_in_stomach
RG210001,F,Shore,North,Shore/North,69,1.6302831617761162,34,-0.641358272953218,0.187,-1.343998551430866,1.352,-1.2647959394463015,-0.6843615325769861,-0.8536370427135869,-0.7142412335901932,tanypodinae,0
RG210001,F,Shore,North,Shore/North,69,1.6302831617761162,34,-0.641358272953218,0.187,-1.343998551430866,1.352,-1.2647959394463015,-0.6843615325769861,-0.8536370427135869,-0.7142412335901932,orthocladinae,0
RG210001,F,Shore,North,Shore/North,69,1.6302831617761162,34,-0.641358272953218,0.187,-1.343998551430866,1.352,-1.2647959394463015,-0.6843615325769861,-0.8536370427135869,-0.7142412335901932,chrinominae,0
RG210001,F,Shore,North,Shore/North,69,1.6302831617761162,34,-0.641358272953218,0.187,-1.343998551430866,1.352,-1.2647959394463015,-0.6843615325769861,-0.8536370427135869,-0.7142412335901932,adult_fly,5
RG210001,F,Shore,North,Shore/North,69,1.6302831617761162,34,-0.641358272953218,0.187,-1.343998551430866,1.352,-1.2647959394463015,-0.6843615325769861,-0.8536370427135869,-0.7142412335901932,alona,1
RG210001,F,Shore,North,Shore/North,69,1.6302831617761162,34,-0.641358272953218,0.187,-1.343998551430866,1.352,-1.2647959394463015,-0.6843615325769861,-0.8536370427135869,-0.7142412335901932,other_cladocerans,0
RG210001,F,Shore,North,Shore/North,69,1.6302831617761162,34,-0.641358272953218,0.187,-1.343998551430866,1.352,-1.2647959394463015,-0.6843615325769861,-0.8536370427135869,-0.7142412335901932,stickleback_eggs,2
RG210001,F,Shore,North,Shore/North,69,1.6302831617761162,34,-0.641358272953218,0.187,-1.343998551430866,1.352,-1.2647959394463015,-0.6843615325769861,-0.8536370427135869,-0.7142412335901932,copepods,0
RG210001,F,Shore,North,Shore/North,69,1.6302831617761162,34,-0.641358272953218,0.187,-1.343998551430866,1.352,-1.2647959394463015,-0.6843615325769861,-0.8536370427135869,-0.7142412335901932,mollusks,0
RG210001,F,Shore,North,Shore/North,69,1.6302831617761162,34,-0.641358272953218,0.187,-1.343998551430866,1.352,-1.2647959394463015,-0.6843615325769861,-0.8536370427135869,-0.7142412335901932,ostracod,0
RG210007,F,Shore,North,Shore/North,48,-0.8706405821400109,25,0.33513960851990726,0.116,-1.0632398719040157,1.1185,0.3045247580915083,-1.379707060632063,0.811123527094472,-0.5748172674514822,tanypodinae,0
RG210007,F,Shore,North,Shore/North,48,-0.8706405821400109,25,0.33513960851990726,0.116,-1.0632398719040157,1.1185,0.3045247580915083,-1.379707060632063,0.811123527094472,-0.5748172674514822,orthocladinae,0
RG210007,F,Shore,North,Shore/North,48,-0.8706405821400109,25,0.33513960851990726,0.116,-1.0632398719040157,1.1185,0.3045247580915083,-1.379707060632063,0.811123527094472,-0.5748172674514822,chrinominae,0
